uniprot_id,Tissue,Organ_id,RNAExpression (tpm)
Q9GZR2,Kidney,20.0,509.0
Q9GZR2,Liver,21.0,289.5
Q9GZR2,Lung,22.0,646.2
Q9GZR2,Lymph node,23.0,1117.0
Q9GZR2,Ovary,29.0,2588.3
Q9GZR2,Pancreas,30.0,334.7
Q9GZU0,Adipose tissue,0.0,0.5
Q9GZU0,Adrenal gland,1.0,0.3
Q9GZU0,Amygdala,2.0,22.7
Q9GZU0,Appendix,3.0,0.7
Q9GZU0,Basal ganglia,5.0,22.6
Q9GZU0,Bone marrow,6.0,0.2
Q9GZU0,Breast,7.0,0.1
Q9GZU0,Cervix,10.0,0.0
Q9GZU0,Colon,11.0,2.4
Q9GZV1,Adipose tissue,0.0,0.2
Q9GZV1,Adrenal gland,1.0,0.0
Q9GZV1,Amygdala,2.0,1.2
Q9GZV1,Appendix,3.0,1.5
Q9GZV1,Basal ganglia,5.0,1.5
Q9GZX3,Adipose tissue,0.0,0.0
Q9GZX3,Adrenal gland,1.0,0.0
Q9GZX3,Amygdala,2.0,0.0
Q9GZX3,Appendix,3.0,0.0
Q9GZX3,Basal ganglia,5.0,0.0
Q9GZX3,Bone marrow,6.0,0.0
Q9GZX3,Breast,7.0,0.0
Q9GZX3,Cervix,10.0,0.0
Q9GZX3,Colon,11.0,0.0
Q9GZY0,Adipose tissue,0.0,0.0
Q9GZY0,Adrenal gland,1.0,0.0
Q9GZY0,Amygdala,2.0,0.0
Q9GZY0,Appendix,3.0,0.0
Q9GZY0,Basal ganglia,5.0,0.0
Q9GZY0,Bone marrow,6.0,0.0
Q9GZY0,Breast,7.0,0.0
Q9GZY1,Adipose tissue,0.0,0.0
Q9GZY1,Adrenal gland,1.0,0.0
Q9GZY1,Amygdala,2.0,0.0
Q9GZY1,Appendix,3.0,0.0
Q9GZY1,Basal ganglia,5.0,0.0
Q9GZY1,Bone marrow,6.0,0.0
Q9GZY1,Breast,7.0,0.0
Q9GZY1,Cervix,10.0,0.0
Q9GZY1,Colon,11.0,0.0
Q9GZZ0,Adipose tissue,0.0,3.5
Q9GZZ0,Adrenal gland,1.0,2.9
Q9GZZ0,Amygdala,2.0,2.5
Q9GZZ0,Appendix,3.0,1.0
Q9GZZ0,Basal ganglia,5.0,2.3
Q9GZZ0,Bone marrow,6.0,0.0
Q9GZZ0,Breast,7.0,1.1
Q9GZZ0,Cervix,10.0,1.2
Q9GZZ0,Colon,11.0,0.9
Q9GZZ0,Duodenum,12.0,0.3
Q9GZZ0,Esophagus,14.0,0.2
Q9GZZ0,Epididymis,16.0,49.7
Q9GZZ0,Fallopian tube,17.0,10.8
Q9GZZ0,Gallbladder,18.0,0.9
Q9GZZ0,Kidney,20.0,5.3
Q9GZZ0,Liver,21.0,0.0
Q9GZZ0,Lung,22.0,0.2
Q9GZZ0,Lymph node,23.0,0.9
Q9H009,Adipose tissue,0.0,0.0
Q9H009,Adrenal gland,1.0,0.0
Q9H009,Amygdala,2.0,0.2
Q9H009,Appendix,3.0,0.4
Q9H009,Basal ganglia,5.0,0.3
Q9H009,Bone marrow,6.0,0.0
Q9H009,Breast,7.0,0.0
Q9H009,Cervix,10.0,0.0
Q9H009,Colon,11.0,0.0
Q9H009,Duodenum,12.0,0.0
Q9H009,Esophagus,14.0,0.0
Q9H009,Epididymis,16.0,0.0
Q9H009,Fallopian tube,17.0,0.0
Q9H009,Gallbladder,18.0,0.0
Q9H009,Kidney,20.0,0.0
Q9H009,Liver,21.0,0.0
Q9H009,Lung,22.0,0.0
Q9H009,Lymph node,23.0,0.2
Q9H009,Ovary,29.0,0.0
Q9H009,Pancreas,30.0,0.0
Q9H009,Placenta,35.0,0.0
Q9H009,Prostate,36.0,0.0
Q9H009,Rectum,37.0,0.0
Q9H009,Skeletal muscle,39.0,0.0
Q9H009,Salivary gland,40.0,0.0
Q9H009,Seminal vesicle,41.0,0.0
Q9H009,Small intestine,43.0,0.0
Q9H074,Adipose tissue,0.0,9.5
Q9H074,Adrenal gland,1.0,6.0
Q9H074,Amygdala,2.0,6.6
Q9H074,Appendix,3.0,61.8
Q9H074,Basal ganglia,5.0,7.2
Q9H074,Bone marrow,6.0,50.8
Q9H074,Breast,7.0,5.4
Q9H074,Cervix,10.0,5.3
Q9H074,Colon,11.0,7.1
Q9H074,Duodenum,12.0,5.6
Q9H074,Epididymis,16.0,4.3
Q9H0D6,Adipose tissue,0.0,12.3
Q9H0D6,Adrenal gland,1.0,12.1
Q9H0D6,Amygdala,2.0,12.1
Q9H0F6,Adipose tissue,0.0,1.4
Q9H0F6,Adrenal gland,1.0,0.4
Q9H0F6,Amygdala,2.0,2.3
Q9H0F6,Appendix,3.0,0.6
Q9H0F6,Basal ganglia,5.0,0.6
Q9H0H0,Adipose tissue,0.0,15.6
Q9H0H0,Adrenal gland,1.0,11.2
Q9H0H0,Amygdala,2.0,45.7
Q9H0H0,Appendix,3.0,18.3
Q9H0H0,Basal ganglia,5.0,69.9
Q9H0H0,Bone marrow,6.0,6.5
Q9H0H0,Breast,7.0,9.1
Q9H0H0,Cervix,10.0,12.0
Q9H0H0,Colon,11.0,11.1
Q9H0H0,Duodenum,12.0,10.3
Q9H0H0,Esophagus,14.0,12.2
Q9H0H0,Epididymis,16.0,5.2
Q9H0H0,Fallopian tube,17.0,14.6
Q9H0H0,Gallbladder,18.0,13.4
Q9H0H0,Kidney,20.0,50.9
Q9H0I9,Adipose tissue,0.0,0.2
Q9H0I9,Adrenal gland,1.0,0.0
Q9H0I9,Amygdala,2.0,0.2
Q9H0I9,Appendix,3.0,0.5
Q9H0K1,Adipose tissue,0.0,0.0
Q9H0K1,Adrenal gland,1.0,0.0
Q9H0K1,Amygdala,2.0,0.0
Q9H0K1,Appendix,3.0,0.0
Q9H0K1,Basal ganglia,5.0,0.0
Q9H0K1,Bone marrow,6.0,0.0
Q9H0K1,Breast,7.0,0.0
Q9H0M5,Adipose tissue,0.0,0.0
Q9H0M5,Adrenal gland,1.0,0.0
Q9H0M5,Amygdala,2.0,2.0
Q9H0M5,Appendix,3.0,0.0
Q9H0M5,Basal ganglia,5.0,10.4
Q9H0M5,Bone marrow,6.0,0.0
Q9H0M5,Breast,7.0,0.0
Q9H0M5,Cervix,10.0,0.0
Q9H0M5,Colon,11.0,0.0
Q9H0M5,Duodenum,12.0,0.0
Q9H0M5,Esophagus,14.0,0.0
Q9H0M5,Epididymis,16.0,0.0
Q9H0M5,Fallopian tube,17.0,0.0
Q9H0M5,Gallbladder,18.0,0.2
Q9H0M5,Kidney,20.0,0.35
Q9H0M5,Liver,21.0,0.0
Q9H0M5,Lung,22.0,0.0
Q9H0M5,Lymph node,23.0,0.0
Q9H0M5,Ovary,29.0,0.1
Q9H0M5,Pancreas,30.0,0.0
Q9H0M5,Placenta,35.0,0.0
Q9H0M5,Prostate,36.0,0.0
Q9H0M5,Rectum,37.0,0.0
Q9H0M5,Salivary gland,40.0,0.1
Q9H0M5,Seminal vesicle,41.0,0.0
Q9H0Q3,Adipose tissue,0.0,9.4
Q9H0Q3,Adrenal gland,1.0,3.0
Q9H0Q3,Amygdala,2.0,12.4
Q9H0Q3,Appendix,3.0,1.7
Q9H0Q3,Basal ganglia,5.0,19.1
Q9H0Q3,Bone marrow,6.0,0.0
Q9H0Q3,Breast,7.0,1.8
Q9H0Q3,Cervix,10.0,6.9
Q9H0Q3,Colon,11.0,1.9
Q9H0Q3,Duodenum,12.0,0.8
Q9H0Q3,Esophagus,14.0,2.4
Q9H0Q3,Epididymis,16.0,4.2
Q9H0Q3,Fallopian tube,17.0,5.1
Q9H0Q3,Gallbladder,18.0,3.5
Q9H0R3,Adipose tissue,0.0,0.0
Q9H0R3,Adrenal gland,1.0,0.0
Q9H0R3,Amygdala,2.0,0.4
Q9H0R3,Appendix,3.0,0.0
Q9H0R3,Basal ganglia,5.0,0.4
Q9H0S4,Adipose tissue,0.0,1.9
Q9H0S4,Adrenal gland,1.0,2.1
Q9H0S4,Amygdala,2.0,2.2
Q9H0S4,Appendix,3.0,3.1
Q9H0S4,Basal ganglia,5.0,2.6
Q9H0S4,Bone marrow,6.0,3.0
Q9H0S4,Breast,7.0,3.9
Q9H0S4,Cervix,10.0,16.3
Q9H0S4,Colon,11.0,5.2
Q9H0S4,Duodenum,12.0,2.8
Q9H0S4,Esophagus,14.0,2.8
Q9H0S4,Epididymis,16.0,5.7
Q9H0S4,Fallopian tube,17.0,12.9
Q9H0S4,Gallbladder,18.0,8.1
Q9H0S4,Kidney,20.0,5.0
Q9H0S4,Liver,21.0,0.3
Q9H0S4,Lung,22.0,4.3
Q9H0S4,Lymph node,23.0,4.0
Q9H0U4,Adipose tissue,0.0,0.0
Q9H0U4,Adrenal gland,1.0,0.0
Q9H0U4,Amygdala,2.0,0.3
Q9H0U4,Appendix,3.0,0.0
Q9H0U4,Basal ganglia,5.0,0.3
Q9H0U4,Bone marrow,6.0,0.0
Q9H0U4,Breast,7.0,0.0
Q9H0U4,Cervix,10.0,0.0
Q9H0U4,Colon,11.0,0.0
Q9H0U4,Duodenum,12.0,0.0
Q9H0U4,Esophagus,14.0,0.0
Q9H0U4,Epididymis,16.0,0.0
Q9H0U4,Fallopian tube,17.0,0.0
Q9H0U4,Gallbladder,18.0,0.0
Q9H0U4,Kidney,20.0,0.0
Q9H0U4,Liver,21.0,0.0
Q9H0U4,Lung,22.0,0.0
Q9H0U4,Lymph node,23.0,0.0
Q9H0U4,Ovary,29.0,0.0
Q9H0U4,Pancreas,30.0,0.0
Q9H0U4,Placenta,35.0,0.0
Q9H0U4,Prostate,36.0,0.0
Q9H0U4,Rectum,37.0,0.0
Q9H0U4,Skeletal muscle,39.0,0.0
Q9H0U4,Salivary gland,40.0,0.0
Q9H0U4,Seminal vesicle,41.0,0.0
Q9H0U9,Adipose tissue,0.0,0.0
Q9H0U9,Adrenal gland,1.0,0.0
Q9H0U9,Amygdala,2.0,0.0
Q9H0U9,Appendix,3.0,0.0
Q9H0U9,Basal ganglia,5.0,0.0
Q9H0U9,Bone marrow,6.0,0.0
Q9H0U9,Breast,7.0,0.0
Q9H0U9,Cervix,10.0,0.0
Q9H0U9,Colon,11.0,0.0
Q9H0U9,Duodenum,12.0,0.8
Q9H0U9,Esophagus,14.0,0.0
Q9H0U9,Epididymis,16.0,0.0
Q9H0U9,Fallopian tube,17.0,0.0
Q9H0U9,Gallbladder,18.0,0.0
Q9H0U9,Kidney,20.0,0.0
Q9H0U9,Liver,21.0,0.0
Q9H0U9,Lung,22.0,0.0
Q9H0U9,Lymph node,23.0,0.0
Q9H0U9,Ovary,29.0,0.0
Q9H0U9,Pancreas,30.0,0.0
Q9H0V1,Adipose tissue,0.0,0.0
Q9H0V1,Adrenal gland,1.0,0.0
Q9H0V1,Amygdala,2.0,0.2
Q9H0V1,Appendix,3.0,0.0
Q9H0V1,Basal ganglia,5.0,0.1
Q9H0V1,Bone marrow,6.0,0.0
Q9H0V1,Breast,7.0,0.0
Q9H0W5,Adipose tissue,0.0,4.7
Q9H0W5,Adrenal gland,1.0,10.6
Q9H0W5,Amygdala,2.0,13.2
Q9H0W5,Appendix,3.0,5.5
Q9H0W5,Basal ganglia,5.0,12.9
Q9H0W7,Adipose tissue,0.0,0.1
Q9H0W7,Adrenal gland,1.0,1.6
Q9H0W7,Amygdala,2.0,11.1
Q9H0W7,Appendix,3.0,0.1
Q9H0W7,Basal ganglia,5.0,16.2
Q9H0W7,Bone marrow,6.0,0.0
Q9H0W7,Breast,7.0,0.0
Q9H0W7,Cervix,10.0,0.4
Q9H0W7,Colon,11.0,0.1
Q9H0W7,Duodenum,12.0,0.0
Q9H0W7,Esophagus,14.0,0.0
Q9H0W7,Epididymis,16.0,0.4
Q9H0W7,Fallopian tube,17.0,0.5
Q9H0W7,Gallbladder,18.0,0.5
Q9H0X4,Adipose tissue,0.0,0.1
Q9H0X4,Adrenal gland,1.0,0.0
Q9H0X4,Amygdala,2.0,0.1
Q9H0X4,Appendix,3.0,0.0
Q9H0X4,Basal ganglia,5.0,0.5
Q9H0X4,Bone marrow,6.0,0.0
Q9H0X4,Breast,7.0,0.0
Q9H0X4,Cervix,10.0,0.0
Q9H0X4,Colon,11.0,0.0
Q9H0X4,Duodenum,12.0,0.0
Q9H0X9,Adipose tissue,0.0,4.2
Q9H0X9,Adrenal gland,1.0,4.9
Q9H0X9,Amygdala,2.0,10.8
Q9H0X9,Appendix,3.0,4.6
Q9H0X9,Basal ganglia,5.0,12.5
Q9H0X9,Bone marrow,6.0,2.5
Q9H0X9,Breast,7.0,7.2
Q9H0X9,Cervix,10.0,8.6
Q9H0X9,Colon,11.0,4.1
Q9H0X9,Duodenum,12.0,3.4
Q9H0X9,Esophagus,14.0,3.3
Q9H0X9,Epididymis,16.0,4.9
Q9H0X9,Fallopian tube,17.0,7.1
Q9H0X9,Gallbladder,18.0,4.9
Q9H0X9,Kidney,20.0,5.6
Q9H0X9,Liver,21.0,5.6
Q9H115,Adipose tissue,0.0,0.0
Q9H115,Adrenal gland,1.0,0.0
Q9H115,Amygdala,2.0,0.0
Q9H115,Appendix,3.0,0.0
Q9H115,Basal ganglia,5.0,0.0
Q9H115,Bone marrow,6.0,0.0
Q9H115,Breast,7.0,0.0
Q9H115,Cervix,10.0,0.0
Q9H115,Colon,11.0,0.0
Q9H115,Duodenum,12.0,0.0
Q9H115,Esophagus,14.0,0.0
Q9H115,Epididymis,16.0,0.0
Q9H115,Fallopian tube,17.0,0.0
Q9H116,Adipose tissue,0.0,0.0
Q9H116,Adrenal gland,1.0,0.0
Q9H116,Amygdala,2.0,1.1
Q9H116,Appendix,3.0,0.0
Q9H116,Basal ganglia,5.0,1.1
Q9H116,Bone marrow,6.0,0.0
Q9H116,Breast,7.0,0.0
Q9H158,Adipose tissue,0.0,0.0
Q9H158,Adrenal gland,1.0,0.1
Q9H158,Amygdala,2.0,1.1
Q9H158,Appendix,3.0,0.0
Q9H158,Basal ganglia,5.0,1.0
Q9H158,Bone marrow,6.0,4.7
Q9H158,Breast,7.0,0.0
Q9H158,Cervix,10.0,0.0
Q9H158,Colon,11.0,0.0
Q9H158,Duodenum,12.0,0.0
Q9H158,Esophagus,14.0,0.0
Q9H158,Epididymis,16.0,0.0
Q9H158,Fallopian tube,17.0,0.1
Q9H158,Gallbladder,18.0,0.2
Q9H158,Kidney,20.0,0.0
Q9H158,Liver,21.0,0.0
Q9H158,Lung,22.0,0.1
Q9H158,Lymph node,23.0,0.0
Q9H158,Ovary,29.0,0.0
Q9H158,Pancreas,30.0,0.0
Q9H1A3,Adipose tissue,0.0,2.8
Q9H1A3,Adrenal gland,1.0,6.2
Q9H1A3,Amygdala,2.0,15.8
Q9H1A3,Appendix,3.0,4.7
Q9H1A3,Basal ganglia,5.0,18.9
Q9H1A3,Bone marrow,6.0,1.8
Q9H1A3,Breast,7.0,9.0
Q9H1A3,Cervix,10.0,5.0
Q9H1A3,Colon,11.0,2.8
Q9H1A3,Duodenum,12.0,2.6
Q9H1A3,Esophagus,14.0,2.9
Q9H1A3,Epididymis,16.0,4.3
Q9H1A3,Fallopian tube,17.0,3.0
Q9H1A3,Gallbladder,18.0,3.0
Q9H1C0,Adipose tissue,0.0,21.9
Q9H1C0,Adrenal gland,1.0,20.4
Q9H1C0,Amygdala,2.0,41.2
Q9H1C0,Appendix,3.0,28.3
Q9H1C0,Basal ganglia,5.0,33.4
Q9H1C0,Bone marrow,6.0,20.0
Q9H1C0,Breast,7.0,18.8
Q9H1C0,Cervix,10.0,24.0
Q9H1C0,Colon,11.0,12.3
Q9H1C0,Duodenum,12.0,10.7
Q9H1C0,Esophagus,14.0,20.1
Q9H1C0,Epididymis,16.0,22.8
Q9H1C0,Fallopian tube,17.0,19.6
Q9H1C0,Gallbladder,18.0,19.8
Q9H1C0,Kidney,20.0,14.5
Q9H1C0,Liver,21.0,9.4
Q9H1C0,Lung,22.0,18.9
Q9H1C0,Lymph node,23.0,24.6
Q9H1C0,Ovary,29.0,14.1
Q9H1C0,Pancreas,30.0,6.5
Q9H1C4,Adipose tissue,0.0,9.3
Q9H1C4,Adrenal gland,1.0,10.0
Q9H1C4,Amygdala,2.0,7.8
Q9H1C4,Appendix,3.0,11.1
Q9H1C4,Basal ganglia,5.0,9.2
Q9H1C4,Bone marrow,6.0,2.0
Q9H1C4,Breast,7.0,11.4
Q9H1C4,Cervix,10.0,11.6
Q9H1C4,Colon,11.0,7.7
Q9H1C4,Duodenum,12.0,10.8
Q9H1C4,Esophagus,14.0,9.7
Q9H1C4,Epididymis,16.0,11.5
Q9H1C4,Fallopian tube,17.0,11.8
Q9H1C4,Gallbladder,18.0,10.2
Q9H1F0,Adipose tissue,0.0,0.1
Q9H1F0,Adrenal gland,1.0,0.1
Q9H1F0,Amygdala,2.0,1.0
Q9H1M3,Adipose tissue,0.0,2.0
Q9H1M3,Adrenal gland,1.0,0.4
Q9H1M3,Amygdala,2.0,0.6
Q9H1M3,Appendix,3.0,14.0
Q9H1M3,Basal ganglia,5.0,0.8
Q9H1M3,Bone marrow,6.0,12.5
Q9H1M3,Breast,7.0,0.4
Q9H1M3,Cervix,10.0,0.5
Q9H1M3,Colon,11.0,1.0
Q9H1M3,Duodenum,12.0,1.1
Q9H1M3,Esophagus,14.0,0.4
Q9H1M3,Epididymis,16.0,0.1
Q9H1M3,Fallopian tube,17.0,0.4
Q9H1M3,Gallbladder,18.0,1.6
Q9H1M3,Kidney,20.0,0.2
Q9H1M3,Liver,21.0,0.2
Q9H1M3,Lung,22.0,7.2
Q9H1M3,Lymph node,23.0,17.9
Q9H1R2,Adipose tissue,0.0,32.7
Q9H1R2,Adrenal gland,1.0,29.0
Q9H1R2,Amygdala,2.0,25.2
Q9H1R2,Appendix,3.0,31.1
Q9H1R2,Basal ganglia,5.0,31.5
Q9H1R2,Bone marrow,6.0,24.6
Q9H1V8,Adipose tissue,0.0,0.0
Q9H1V8,Adrenal gland,1.0,0.0
Q9H1V8,Amygdala,2.0,0.0
Q9H1V8,Appendix,3.0,0.0
Q9H1V8,Basal ganglia,5.0,0.0
Q9H1V8,Bone marrow,6.0,0.0
Q9H1V8,Breast,7.0,0.0
Q9H1V8,Cervix,10.0,0.0
Q9H1V8,Colon,11.0,0.0
Q9H1V8,Duodenum,12.0,0.0
Q9H1V8,Esophagus,14.0,0.0
Q9H1V8,Epididymis,16.0,0.0
Q9H1V8,Fallopian tube,17.0,0.0
Q9H1V8,Gallbladder,18.0,0.0
Q9H1V8,Kidney,20.0,0.0
Q9H1V8,Liver,21.0,0.0
Q9H1V8,Lung,22.0,0.0
Q9H1V8,Lymph node,23.0,0.0
Q9H1V8,Ovary,29.0,0.0
Q9H1Z8,Adipose tissue,0.0,120.5
Q9H1Z8,Adrenal gland,1.0,30.1
Q9H1Z8,Amygdala,2.0,44.8
Q9H1Z8,Appendix,3.0,26.0
Q9H1Z8,Basal ganglia,5.0,57.1
Q9H1Z8,Bone marrow,6.0,19.3
Q9H1Z8,Breast,7.0,49.3
Q9H1Z8,Cervix,10.0,56.9
Q9H1Z8,Colon,11.0,21.2
Q9H1Z8,Duodenum,12.0,13.5
Q9H1Z8,Esophagus,14.0,22.4
Q9H1Z8,Epididymis,16.0,31.4
Q9H1Z8,Fallopian tube,17.0,39.2
Q9H1Z8,Gallbladder,18.0,35.3
Q9H205,Adipose tissue,0.0,0.0
Q9H205,Adrenal gland,1.0,0.0
Q9H205,Amygdala,2.0,1.5
Q9H205,Appendix,3.0,0.4
Q9H205,Basal ganglia,5.0,1.4
Q9H205,Bone marrow,6.0,0.1
Q9H205,Breast,7.0,0.0
Q9H207,Adipose tissue,0.0,0.0
Q9H207,Adrenal gland,1.0,0.0
Q9H207,Amygdala,2.0,1.3
Q9H207,Appendix,3.0,0.0
Q9H207,Basal ganglia,5.0,1.7
Q9H207,Bone marrow,6.0,0.0
Q9H207,Breast,7.0,0.0
Q9H207,Cervix,10.0,0.0
Q9H207,Colon,11.0,0.0
Q9H207,Duodenum,12.0,0.0
Q9H267,Adipose tissue,0.0,2.4
Q9H267,Adrenal gland,1.0,0.4
Q9H267,Amygdala,2.0,4.2
Q9H269,Adipose tissue,0.0,0.0
Q9H269,Adrenal gland,1.0,0.0
Q9H269,Amygdala,2.0,0.0
Q9H269,Appendix,3.0,0.0
Q9H269,Basal ganglia,5.0,0.0
Q9H269,Bone marrow,6.0,0.0
Q9H269,Breast,7.0,0.0
Q9H269,Cervix,10.0,0.0
Q9H269,Colon,11.0,0.0
Q9H269,Duodenum,12.0,0.0
Q9H269,Esophagus,14.0,0.0
Q9H269,Epididymis,16.0,4.4
Q9H269,Fallopian tube,17.0,0.0
Q9H269,Gallbladder,18.0,0.0
Q9H269,Kidney,20.0,0.0
Q9H269,Liver,21.0,0.0
Q9H269,Lung,22.0,0.0
Q9H269,Lymph node,23.0,0.0
Q9H269,Ovary,29.0,0.0
Q9H269,Pancreas,30.0,0.0
Q9H269,Placenta,35.0,0.0
Q9H269,Prostate,36.0,0.0
Q9H269,Rectum,37.0,0.0
Q9H299,Adipose tissue,0.0,0.4
Q9H299,Adrenal gland,1.0,0.1
Q9H299,Amygdala,2.0,3.1
Q9H2C2,Adipose tissue,0.0,55.8
Q9H2C2,Adrenal gland,1.0,69.0
Q9H2C2,Amygdala,2.0,26.2
Q9H2C2,Appendix,3.0,47.1
Q9H2C2,Basal ganglia,5.0,33.2
Q9H2C2,Bone marrow,6.0,28.3
Q9H2C2,Breast,7.0,80.8
Q9H2C2,Cervix,10.0,60.2
Q9H2C2,Colon,11.0,40.9
Q9H2C2,Duodenum,12.0,27.7
Q9H2C2,Esophagus,14.0,120.8
Q9H2C2,Epididymis,16.0,64.0
Q9H2C2,Fallopian tube,17.0,65.7
Q9H2C2,Gallbladder,18.0,51.0
Q9H2C2,Kidney,20.0,87.9
Q9H2C2,Liver,21.0,40.4
Q9H2C2,Lung,22.0,59.4
Q9H2C2,Lymph node,23.0,42.0
Q9H2C2,Ovary,29.0,40.0
Q9H2C2,Pancreas,30.0,13.2
Q9H2F9,Adipose tissue,0.0,15.5
Q9H2F9,Adrenal gland,1.0,6.9
Q9H2F9,Amygdala,2.0,11.8
Q9H2F9,Appendix,3.0,52.5
Q9H2F9,Basal ganglia,5.0,12.2
Q9H2F9,Bone marrow,6.0,47.7
Q9H2F9,Breast,7.0,4.1
Q9H2F9,Cervix,10.0,8.5
Q9H2F9,Colon,11.0,7.0
Q9H2G4,Adipose tissue,0.0,3.2
Q9H2G4,Adrenal gland,1.0,4.0
Q9H2G4,Amygdala,2.0,1.5
Q9H2G4,Appendix,3.0,1.8
Q9H2G4,Basal ganglia,5.0,2.0
Q9H2G4,Bone marrow,6.0,1.3
Q9H2G4,Breast,7.0,3.4
Q9H2G4,Cervix,10.0,1.5
Q9H2G4,Colon,11.0,0.8
Q9H2G4,Duodenum,12.0,0.8
Q9H2G4,Esophagus,14.0,0.8
Q9H2G4,Epididymis,16.0,4.2
Q9H2G4,Fallopian tube,17.0,1.7
Q9H2G4,Gallbladder,18.0,2.7
Q9H2R5,Adipose tissue,0.0,0.8
Q9H2R5,Adrenal gland,1.0,0.0
Q9H2R5,Amygdala,2.0,0.0
Q9H2R5,Appendix,3.0,0.0
Q9H2T7,Adipose tissue,0.0,0.1
Q9H2T7,Adrenal gland,1.0,0.7
Q9H2T7,Amygdala,2.0,5.8
Q9H2T7,Appendix,3.0,0.6
Q9H2T7,Basal ganglia,5.0,9.0
Q9H2T7,Bone marrow,6.0,0.1
Q9H2T7,Breast,7.0,7.9
Q9H2T7,Cervix,10.0,6.2
Q9H2W6,Adipose tissue,0.0,0.0
Q9H2W6,Adrenal gland,1.0,0.0
Q9H2W6,Amygdala,2.0,5.6
Q9H2W6,Appendix,3.0,0.0
Q9H2W6,Basal ganglia,5.0,7.5
Q9H2W6,Bone marrow,6.0,0.0
Q9H2W6,Breast,7.0,0.0
Q9H2W6,Cervix,10.0,0.0
Q9H2W6,Colon,11.0,0.0
Q9H2W6,Duodenum,12.0,0.0
Q9H2W6,Esophagus,14.0,0.0
Q9H2W6,Epididymis,16.0,0.0
Q9H2W6,Fallopian tube,17.0,0.0
Q9H2W6,Gallbladder,18.0,0.0
Q9H2W6,Kidney,20.0,0.0
Q9H2W6,Liver,21.0,0.0
Q9H2W6,Lung,22.0,0.0
Q9H2W6,Lymph node,23.0,0.0
Q9H2W6,Ovary,29.0,0.0
Q9H2W6,Pancreas,30.0,0.0
Q9H2W6,Placenta,35.0,0.0
Q9H2W6,Prostate,36.0,0.0
Q9H2W6,Rectum,37.0,0.0
Q9H2W6,Skeletal muscle,39.0,0.0
Q9H2W6,Salivary gland,40.0,0.0
Q9H2W6,Seminal vesicle,41.0,0.0
Q9H2W6,Small intestine,43.0,0.0
Q9H2X0,Adipose tissue,0.0,8.1
Q9H2X0,Adrenal gland,1.0,7.1
Q9H2X0,Amygdala,2.0,9.2
Q9H2X0,Appendix,3.0,24.3
Q9H2X0,Basal ganglia,5.0,8.8
Q9H2X0,Bone marrow,6.0,10.2
Q9H2X0,Breast,7.0,6.6
Q9H2X0,Cervix,10.0,9.9
Q9H2X0,Colon,11.0,5.1
Q9H2X0,Duodenum,12.0,9.4
Q9H2X0,Esophagus,14.0,6.5
Q9H2X0,Epididymis,16.0,4.2
Q9H2X0,Fallopian tube,17.0,10.7
Q9H2X0,Gallbladder,18.0,10.7
Q9H2X9,Adipose tissue,0.0,0.0
Q9H2X9,Adrenal gland,1.0,0.0
Q9H2X9,Amygdala,2.0,0.8
Q9H2X9,Appendix,3.0,0.0
Q9H2X9,Basal ganglia,5.0,1.6
Q9H2X9,Bone marrow,6.0,0.0
Q9H2X9,Breast,7.0,37.2
Q9H320,Adipose tissue,0.0,0.0
Q9H320,Adrenal gland,1.0,0.1
Q9H320,Amygdala,2.0,5.1
Q9H320,Appendix,3.0,0.3
Q9H320,Basal ganglia,5.0,4.4
Q9H320,Bone marrow,6.0,0.0
Q9H320,Breast,7.0,0.4
Q9H320,Cervix,10.0,0.3
Q9H320,Colon,11.0,0.5
Q9H320,Duodenum,12.0,0.6
Q9H320,Esophagus,14.0,0.1
Q9H320,Epididymis,16.0,0.1
Q9H320,Fallopian tube,17.0,0.5
Q9H320,Gallbladder,18.0,0.3
Q9H320,Kidney,20.0,0.1
Q9H320,Liver,21.0,0.0
Q9H320,Lung,22.0,0.2
Q9H320,Lymph node,23.0,0.3
Q9H321,Adipose tissue,0.0,3.5
Q9H321,Adrenal gland,1.0,7.6
Q9H321,Amygdala,2.0,4.4
Q9H321,Appendix,3.0,5.6
Q9H321,Basal ganglia,5.0,4.6
Q9H321,Bone marrow,6.0,1.6
Q9H321,Breast,7.0,4.3
Q9H322,Adipose tissue,0.0,2.9
Q9H322,Adrenal gland,1.0,6.2
Q9H322,Amygdala,2.0,5.9
Q9H322,Appendix,3.0,0.5
Q9H322,Basal ganglia,5.0,3.9
Q9H322,Bone marrow,6.0,0.1
Q9H322,Breast,7.0,94.3
Q9H322,Cervix,10.0,44.7
Q9H322,Colon,11.0,0.3
Q9H322,Duodenum,12.0,0.4
Q9H322,Epididymis,16.0,43.1
Q9H339,Adipose tissue,0.0,0.0
Q9H339,Adrenal gland,1.0,0.0
Q9H339,Amygdala,2.0,0.9
Q9H339,Appendix,3.0,0.0
Q9H339,Basal ganglia,5.0,0.6
Q9H339,Bone marrow,6.0,0.0
Q9H339,Breast,7.0,0.0
Q9H343,Adipose tissue,0.0,0.0
Q9H343,Adrenal gland,1.0,0.0
Q9H343,Amygdala,2.0,0.6
Q9H343,Appendix,3.0,0.0
Q9H343,Basal ganglia,5.0,0.5
Q9H343,Bone marrow,6.0,0.0
Q9H343,Breast,7.0,0.0
Q9H343,Cervix,10.0,0.0
